index,County,Precinct,Registered Voters,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total,Total,
0,Lincoln,Midway,587,98,163,45,0,306,32,29,65,0,126,432,
1,Lincoln,Lincoln Club House,799,62,135,28,0,225,57,108,154,2,321,546,
2,Lincoln,Lincoln Center,1489,172,562,133,0,867,49,98,89,0,236,1103,
3,Lincoln,Faith Temple of Lincoln,489,77,118,28,0,223,21,52,53,0,126,349,
4,Lincoln,Tabernacle,1003,130,235,51,0,416,56,103,139,0,298,714,
5,Lincoln,Bethany Church,575,116,173,56,0,345,8,30,25,0,63,408,
6,Lincoln,Martins Crossroad,1234,244,446,98,1,789,25,69,80,0,174,963,
