index,County,Precinct,Registered Voters,Jim Gowen_Election Day Votes,Jim Gowen_Advanced Voting Votes,Jim Gowen_Absentee by Mail Votes,Jim Gowen_Provisional Votes,Jim Gowen_Choice Total,Raymond Roberts_Election Day Votes,Raymond Roberts_Advanced Voting Votes,Raymond Roberts_Absentee by Mail Votes,Raymond Roberts_Provisional Votes,Raymond Roberts_Choice Total,Total,
0,Charlton,Folkston,2420,76,246,68,0,390,94,210,91,0,395,785,
