index,County,Precinct,Registered Voters,Ken Rivers (I) (Rep)_Election Day Votes,Ken Rivers (I) (Rep)_Advanced Voting Votes,Ken Rivers (I) (Rep)_Absentee by Mail Votes,Ken Rivers (I) (Rep)_Provisional Votes,Ken Rivers (I) (Rep)_Choice Total,Total,
0,Butts,Butts County Admin Bldg,17154,238,1959,347,0,2544,2544,
