index,County,Precinct,Registered Voters,Lacey Evans - Prue (Rep)_Election Day Votes,Lacey Evans - Prue (Rep)_Advanced Voting Votes,Lacey Evans - Prue (Rep)_Absentee by Mail Votes,Lacey Evans - Prue (Rep)_Provisional Votes,Lacey Evans - Prue (Rep)_Choice Total,Total,
0,Butts,Butts County Admin Bldg,17154,1052,7413,1589,3,10057,10057,
