index,County,Precinct,Registered Voters,Andy Williams (I) (Rep)_Election Day Votes,Andy Williams (I) (Rep)_Advanced Voting Votes,Andy Williams (I) (Rep)_Absentee by Mail Votes,Andy Williams (I) (Rep)_Provisional Votes,Andy Williams (I) (Rep)_Choice Total,Total,
0,Butts,Butts County Admin Bldg,17154,1043,7396,1594,3,10036,10036,
