index,County,Precinct,Registered Voters,Mary Atkins (Rep)_Election Day Votes,Mary Atkins (Rep)_Advanced Voting Votes,Mary Atkins (Rep)_Absentee by Mail Votes,Mary Atkins (Rep)_Provisional Votes,Mary Atkins (Rep)_Choice Total,"Robert Lewis Henderson, Sr. (I) (Dem)_Election Day Votes","Robert Lewis Henderson, Sr. (I) (Dem)_Advanced Voting Votes","Robert Lewis Henderson, Sr. (I) (Dem)_Absentee by Mail Votes","Robert Lewis Henderson, Sr. (I) (Dem)_Provisional Votes","Robert Lewis Henderson, Sr. (I) (Dem)_Choice Total",Total,
0,Butts,Butts County Admin Bldg,17154,110,714,136,0,960,115,545,325,1,986,1946,
