index,County,Precinct,Registered Voters,Morgan Vereline Ward (I) (Rep)_Election Day Votes,Morgan Vereline Ward (I) (Rep)_Advanced Voting Votes,Morgan Vereline Ward (I) (Rep)_Absentee by Mail Votes,Morgan Vereline Ward (I) (Rep)_Provisional Votes,Morgan Vereline Ward (I) (Rep)_Choice Total,Total,
0,Butts,Butts County Admin Bldg,17154,1026,7326,1517,3,9872,9872,
