index,County,Precinct,Registered Voters,Clint Crowe (Rep)_Election Day Votes,Clint Crowe (Rep)_Advanced Voting Votes,Clint Crowe (Rep)_Absentee by Mail Votes,Clint Crowe (Rep)_Provisional Votes,Clint Crowe (Rep)_Choice Total,Ebony Carter (Dem)_Election Day Votes,Ebony Carter (Dem)_Advanced Voting Votes,Ebony Carter (Dem)_Absentee by Mail Votes,Ebony Carter (Dem)_Provisional Votes,Ebony Carter (Dem)_Choice Total,Total,
0,Butts,Butts County Admin Bldg,17154,455,3582,597,0,4634,120,604,301,0,1025,5659,
