index,County,Precinct,Registered Voters,Gary Long (I) (Rep)_Election Day Votes,Gary Long (I) (Rep)_Advanced Voting Votes,Gary Long (I) (Rep)_Absentee by Mail Votes,Gary Long (I) (Rep)_Provisional Votes,Gary Long (I) (Rep)_Choice Total,Jack Gilroy (Dem)_Election Day Votes,Jack Gilroy (Dem)_Advanced Voting Votes,Jack Gilroy (Dem)_Absentee by Mail Votes,Jack Gilroy (Dem)_Provisional Votes,Jack Gilroy (Dem)_Choice Total,Total,
0,Butts,Butts County Admin Bldg,17154,835,6466,1423,2,8726,371,1870,661,1,2903,11629,
