index,County,Precinct,Registered Voters,Dale Rutledge (I) (Rep)_Election Day Votes,Dale Rutledge (I) (Rep)_Advanced Voting Votes,Dale Rutledge (I) (Rep)_Absentee by Mail Votes,Dale Rutledge (I) (Rep)_Provisional Votes,Dale Rutledge (I) (Rep)_Choice Total,Regina Lewis-Ward (Dem)_Election Day Votes,Regina Lewis-Ward (Dem)_Advanced Voting Votes,Regina Lewis-Ward (Dem)_Absentee by Mail Votes,Regina Lewis-Ward (Dem)_Provisional Votes,Regina Lewis-Ward (Dem)_Choice Total,Total,
0,Newton,Downs,6215,330,377,135,0,842,211,458,337,0,1006,1848,
