index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Newton,City Pond,1833,164,139,80,0,383,182,175,247,0,604,15,9,13,0,37,1024,
1,Newton,Town,4378,189,223,169,0,581,509,597,736,1,1843,27,15,20,0,62,2486,
2,Newton,Almon,5009,256,272,180,0,708,506,1212,905,3,2626,31,31,19,0,81,3415,
3,Newton,Alcovy,4620,554,681,430,1,1666,275,729,530,2,1536,50,29,25,0,104,3306,
4,Newton,Covington Mills,3111,346,337,243,1,927,262,414,345,0,1021,28,13,17,0,58,2006,
5,Newton,Brewers,3538,1062,455,270,1,1788,195,213,232,3,643,32,20,8,0,60,2491,
6,Newton,Brick Store,2623,723,415,267,0,1405,131,184,199,0,514,40,13,8,0,61,1980,
7,Newton,Cedar Shoals,2838,335,227,144,0,706,271,343,328,1,943,30,13,15,0,58,1707,
8,Newton,Livingston,4593,302,306,167,3,778,421,891,709,4,2025,36,36,27,0,99,2902,
9,Newton,Downs,6215,726,838,317,1,1882,457,1020,802,0,2279,54,44,28,0,126,4287,
10,Newton,Gum Creek,4135,896,779,520,1,2196,140,386,329,0,855,38,30,27,0,95,3146,
11,Newton,Beaverdam,5428,208,301,168,1,678,578,1332,886,0,2796,28,26,16,1,71,3545,
12,Newton,Leguinn,2177,690,286,208,3,1187,114,108,147,0,369,34,8,7,0,49,1605,
13,Newton,Mansfield,1524,755,160,128,0,1043,44,21,57,0,122,21,3,10,0,34,1199,
14,Newton,Newborn,784,383,58,53,0,494,43,14,36,0,93,9,1,1,0,11,598,
15,Newton,Oxford,2418,519,377,283,0,1179,139,148,238,1,526,32,10,11,0,53,1758,
16,Newton,Rocky Plains,3658,563,487,219,1,1270,268,430,336,1,1035,30,26,14,0,70,2375,
17,Newton,Buck Creek,4839,498,553,286,1,1338,405,675,676,1,1757,35,29,17,0,81,3176,
18,Newton,Stansells,4969,227,288,217,0,732,481,1122,755,0,2358,33,17,22,0,72,3162,
19,Newton,Fairview,2953,61,95,60,2,218,387,641,493,1,1522,10,15,7,0,32,1772,
20,Newton,Crowell,4977,105,161,99,0,365,542,1278,849,2,2671,24,22,11,0,57,3093,
21,Newton,Hub,2374,846,414,294,0,1554,73,108,108,0,289,28,14,11,1,54,1897,
