index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Newton,City Pond,1833,263,209,261,0,733,80,98,70,0,248,981,
1,Newton,Town,4378,507,601,688,0,1796,196,220,198,0,614,2410,
2,Newton,Almon,5009,587,1158,883,1,2629,192,320,201,1,714,3343,
3,Newton,Alcovy,4620,638,1084,811,3,2536,232,318,155,0,705,3241,
4,Newton,Covington Mills,3111,449,583,481,0,1513,176,164,104,0,444,1957,
5,Newton,Brewers,3538,946,500,409,4,1859,311,157,86,0,554,2413,
6,Newton,Brick Store,2623,701,480,399,0,1580,183,126,62,0,371,1951,
7,Newton,Cedar Shoals,2838,483,452,367,1,1303,135,115,103,0,353,1656,
8,Newton,Livingston,4593,540,909,685,4,2138,208,301,194,0,703,2841,
9,Newton,Downs,6215,869,1399,900,1,3169,342,463,222,0,1027,4196,
10,Newton,Gum Creek,4135,814,901,724,1,2440,247,249,128,0,624,3064,
11,Newton,Beaverdam,5428,594,1220,838,2,2654,184,397,208,0,789,3443,
12,Newton,Leguinn,2177,626,301,288,2,1217,195,86,68,1,350,1567,
13,Newton,Mansfield,1524,612,136,155,0,903,183,51,33,0,267,1170,
14,Newton,Newborn,784,326,58,73,0,457,108,10,15,0,133,590,
15,Newton,Oxford,2418,510,419,422,1,1352,164,105,103,0,372,1724,
16,Newton,Rocky Plains,3658,651,685,451,2,1789,182,230,113,0,525,2314,
17,Newton,Buck Creek,4839,706,910,742,1,2359,207,311,210,1,729,3088,
18,Newton,Stansells,4969,532,1082,742,0,2356,193,308,198,0,699,3055,
19,Newton,Fairview,2953,329,568,434,1,1332,124,178,99,1,402,1734,
20,Newton,Crowell,4977,498,1107,742,2,2349,163,335,179,0,677,3026,
21,Newton,Hub,2374,711,414,346,0,1471,212,110,54,1,377,1848,
