index,County,Precinct,Registered Voters,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total,Total,
0,Newton,Alcovy,4620,75,119,64,0,258,13,21,33,0,67,325,
1,Newton,Brewers,3538,1087,476,278,1,1842,210,210,233,1,654,2496,
2,Newton,Brick Store,2623,757,431,287,0,1475,141,188,198,0,527,2002,
3,Newton,Leguinn,2177,718,295,213,0,1226,120,113,158,0,391,1617,
4,Newton,Mansfield,1524,775,167,132,0,1074,49,20,62,0,131,1205,
5,Newton,Newborn,784,390,62,55,0,507,48,12,39,0,99,606,
6,Newton,Rocky Plains,3658,492,449,207,0,1148,235,373,290,1,899,2047,
7,Newton,Hub,2374,867,422,311,0,1600,84,116,102,0,302,1902,
