index,County,Precinct,Registered Voters,Cheryl Bland (I) (Dem)_Election Day Votes,Cheryl Bland (I) (Dem)_Advanced Voting Votes,Cheryl Bland (I) (Dem)_Absentee by Mail Votes,Cheryl Bland (I) (Dem)_Provisional Votes,Cheryl Bland (I) (Dem)_Choice Total,Total,
0,Morgan,Northeast Morgan,2919,233,1080,418,1,1732,1732,
