index,County,Precinct,Registered Voters,Austin Scott (I) (Rep)_Election Day Votes,Austin Scott (I) (Rep)_Advanced Voting Votes,Austin Scott (I) (Rep)_Absentee by Mail Votes,Austin Scott (I) (Rep)_Provisional Votes,Austin Scott (I) (Rep)_Choice Total,Lindsay Holliday (Dem)_Election Day Votes,Lindsay Holliday (Dem)_Advanced Voting Votes,Lindsay Holliday (Dem)_Absentee by Mail Votes,Lindsay Holliday (Dem)_Provisional Votes,Lindsay Holliday (Dem)_Choice Total,Total,
0,Telfair,Helena,969,111,271,36,2,420,50,99,51,5,205,625,
1,Telfair,Jacksonville,628,169,123,42,0,334,34,20,37,1,92,426,
2,Telfair,Lumber-City,963,150,165,49,0,364,67,42,222,0,331,695,
3,Telfair,McRae,2337,139,570,144,0,853,96,319,254,1,670,1523,
4,Telfair,Milan,802,235,240,69,0,544,24,22,22,0,68,612,
5,Telfair,Scotland,333,101,70,17,0,188,21,20,8,0,49,237,
