index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Laurens,FBC-FLC,4180,334,1139,447,0,1920,174,548,363,1,1086,12,20,19,0,51,3057,
1,Laurens,Calhoun Park,6053,205,474,213,0,892,494,958,824,0,2276,31,40,29,0,100,3268,
2,Laurens,Fire Dept Sta 5,3672,509,1204,342,0,2055,135,387,217,0,739,16,15,12,0,43,2837,
3,Laurens,Buckeye,1047,209,127,55,0,391,86,102,133,0,321,4,4,2,0,10,722,
4,Laurens,Burch,422,160,45,37,0,242,20,13,34,0,67,6,0,1,0,7,316,
5,Laurens,Cadwell,749,294,126,50,1,471,33,26,17,0,76,7,0,2,0,9,556,
6,Laurens,Brewton,1739,462,335,115,1,913,73,97,73,0,243,7,8,1,0,16,1172,
7,Laurens,Dudley,1121,351,311,91,0,753,41,60,62,0,163,4,4,3,0,11,927,
8,Laurens,Hampton Mill,1772,652,369,138,0,1159,83,44,56,0,183,8,7,1,0,16,1358,
9,Laurens,Harvard,406,97,40,26,0,163,53,34,30,0,117,4,1,0,0,5,285,
10,Laurens,Minter,937,352,182,89,1,624,16,12,16,0,44,3,1,2,0,6,674,
11,Laurens,Rural Fire Sta 17,2344,491,517,170,0,1178,104,148,126,0,378,13,17,6,0,36,1592,
12,Laurens,W T Adams Fire Sta 18,2090,381,606,159,0,1146,98,211,178,1,488,4,10,9,0,23,1657,
13,Laurens,Reedy Springs,894,387,128,48,0,563,43,39,29,0,111,7,3,1,0,11,685,
14,Laurens,Smith,3374,403,460,169,0,1032,241,373,261,0,875,18,17,10,0,45,1952,
15,Laurens,LCFS 10 Valambrosia,2080,309,409,143,0,861,115,242,174,0,531,6,15,3,0,24,1416,
