index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Laurens,FBC-FLC,4180,331,1115,457,0,1903,168,525,336,1,1030,19,28,24,0,71,3004,
1,Laurens,Calhoun Park,6053,187,439,210,0,836,505,941,835,0,2281,23,34,17,0,74,3191,
2,Laurens,Fire Dept Sta 5,3672,502,1180,352,0,2034,130,372,209,0,711,18,15,9,0,42,2787,
3,Laurens,Buckeye,1047,206,123,56,0,385,79,101,133,1,314,3,3,1,0,7,706,
4,Laurens,Burch,422,157,45,37,0,239,20,12,34,0,66,3,1,0,0,4,309,
5,Laurens,Cadwell,749,291,122,48,0,461,26,24,18,0,68,5,1,1,1,8,537,
6,Laurens,Brewton,1739,451,329,113,1,894,73,92,70,0,235,1,4,4,0,9,1138,
7,Laurens,Dudley,1121,345,306,93,0,744,36,56,59,0,151,6,4,0,0,10,905,
8,Laurens,Hampton Mill,1772,631,359,136,0,1126,72,44,56,0,172,10,10,2,0,22,1320,
9,Laurens,Harvard,406,89,38,26,0,153,52,35,26,0,113,6,3,0,0,9,275,
10,Laurens,Minter,937,338,178,86,1,603,16,11,15,0,42,3,1,4,0,8,653,
11,Laurens,Rural Fire Sta 17,2344,464,513,170,0,1147,103,145,123,0,371,13,8,6,0,27,1545,
12,Laurens,W T Adams Fire Sta 18,2090,371,594,169,0,1134,91,197,171,1,460,10,14,6,0,30,1624,
13,Laurens,Reedy Springs,894,382,130,46,0,558,37,34,28,0,99,4,3,0,0,7,664,
14,Laurens,Smith,3374,373,435,164,0,972,249,369,267,0,885,17,17,6,0,40,1897,
15,Laurens,LCFS 10 Valambrosia,2080,295,398,146,0,839,106,236,170,0,512,14,13,3,0,30,1381,
