index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Laurens,FBC-FLC,4180,390,1233,660,1,2284,116,391,140,0,647,2931,
1,Laurens,Calhoun Park,6053,489,991,780,0,2260,214,396,229,0,839,3099,
2,Laurens,Fire Dept Sta 5,3672,481,1141,443,0,2065,143,356,113,0,612,2677,
3,Laurens,Buckeye,1047,192,153,131,0,476,84,63,49,1,197,673,
4,Laurens,Burch,422,140,44,55,0,239,35,13,15,0,63,302,
5,Laurens,Cadwell,749,255,107,53,1,416,66,37,13,0,116,532,
6,Laurens,Brewton,1739,368,303,125,1,797,151,113,60,0,324,1121,
7,Laurens,Dudley,1121,285,258,113,0,656,90,88,33,0,211,867,
8,Laurens,Hampton Mill,1772,514,305,157,0,976,171,95,32,0,298,1274,
9,Laurens,Harvard,406,101,52,37,0,190,48,20,12,0,80,270,
10,Laurens,Minter,937,260,145,75,1,481,98,40,28,0,166,647,
11,Laurens,Rural Fire Sta 17,2344,411,483,222,0,1116,152,154,67,0,373,1489,
12,Laurens,W T Adams Fire Sta 18,2090,348,611,240,1,1200,114,193,86,0,393,1593,
13,Laurens,Reedy Springs,894,295,120,47,0,462,104,40,21,0,165,627,
14,Laurens,Smith,3374,458,561,313,0,1332,176,244,102,0,522,1854,
15,Laurens,LCFS 10 Valambrosia,2080,309,475,237,0,1021,98,161,74,0,333,1354,
