index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Laurens,FBC-FLC,4180,336,1127,449,0,1912,178,565,398,1,1142,12,13,8,0,33,3087,
1,Laurens,Calhoun Park,6053,181,457,211,0,849,543,1028,876,0,2447,8,11,8,0,27,3323,
2,Laurens,Fire Dept Sta 5,3672,527,1203,360,0,2090,126,398,232,0,756,6,8,3,0,17,2863,
3,Laurens,Buckeye,1047,214,124,59,0,397,86,110,132,1,329,3,1,2,0,6,732,
4,Laurens,Burch,422,163,45,41,0,249,21,13,35,0,69,2,0,0,0,2,320,
5,Laurens,Cadwell,749,305,123,50,1,479,30,29,19,0,78,2,0,0,0,2,559,
6,Laurens,Brewton,1739,466,343,116,1,926,77,93,74,0,244,1,6,1,0,8,1178,
7,Laurens,Dudley,1121,355,313,93,0,761,42,61,66,0,169,0,0,1,0,1,931,
8,Laurens,Hampton Mill,1772,657,369,141,0,1167,84,48,56,0,188,5,3,0,0,8,1363,
9,Laurens,Harvard,406,98,39,24,0,161,55,36,33,0,124,1,0,0,0,1,286,
10,Laurens,Minter,937,355,185,91,1,632,16,11,17,0,44,4,1,2,0,7,683,
11,Laurens,Rural Fire Sta 17,2344,497,527,175,0,1199,111,155,132,0,398,6,5,2,0,13,1610,
12,Laurens,W T Adams Fire Sta 18,2090,386,611,168,0,1165,99,223,180,1,503,5,2,5,0,12,1680,
13,Laurens,Reedy Springs,894,400,134,49,0,583,39,34,31,0,104,2,3,0,0,5,692,
14,Laurens,Smith,3374,406,464,170,0,1040,259,395,277,0,931,4,6,6,0,16,1987,
15,Laurens,LCFS 10 Valambrosia,2080,314,415,154,0,883,118,252,177,0,547,1,4,0,0,5,1435,
