index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Stewart,Richland,1256,83,200,54,0,337,118,168,192,6,484,6,6,2,0,14,835,
1,Stewart,Louvale,286,41,24,16,1,82,54,37,33,0,124,2,1,0,0,3,209,
2,Stewart,Lumpkin,1134,51,215,35,2,303,63,259,111,1,434,3,11,2,0,16,753,
3,Stewart,Omaha,217,50,18,11,2,81,47,13,13,0,73,2,0,0,0,2,156,
