index,County,Precinct,Registered Voters,Andy Saxon (I) (Rep)_Election Day Votes,Andy Saxon (I) (Rep)_Advanced Voting Votes,Andy Saxon (I) (Rep)_Absentee by Mail Votes,Andy Saxon (I) (Rep)_Provisional Votes,Andy Saxon (I) (Rep)_Choice Total,Larry Nackerud (Dem)_Election Day Votes,Larry Nackerud (Dem)_Advanced Voting Votes,Larry Nackerud (Dem)_Absentee by Mail Votes,Larry Nackerud (Dem)_Provisional Votes,Larry Nackerud (Dem)_Choice Total,Total,
0,Oglethorpe,Lexington,4291,142,656,201,1,1000,83,217,172,1,473,1473,
