index,County,Precinct,Registered Voters,William C. Brown (Rep)_Election Day Votes,William C. Brown (Rep)_Advanced Voting Votes,William C. Brown (Rep)_Absentee by Mail Votes,William C. Brown (Rep)_Provisional Votes,William C. Brown (Rep)_Choice Total,Janet E. Hill (Dem)_Election Day Votes,Janet E. Hill (Dem)_Advanced Voting Votes,Janet E. Hill (Dem)_Absentee by Mail Votes,Janet E. Hill (Dem)_Provisional Votes,Janet E. Hill (Dem)_Choice Total,Total,
0,Oglethorpe,Crawford,3044,183,704,174,1,1062,90,278,182,0,550,1612,
