index,County,Precinct,Registered Voters,Jody Hice (I) (Rep)_Election Day Votes,Jody Hice (I) (Rep)_Advanced Voting Votes,Jody Hice (I) (Rep)_Absentee by Mail Votes,Jody Hice (I) (Rep)_Provisional Votes,Jody Hice (I) (Rep)_Choice Total,Tabitha Johnson-Green (Dem)_Election Day Votes,Tabitha Johnson-Green (Dem)_Advanced Voting Votes,Tabitha Johnson-Green (Dem)_Absentee by Mail Votes,Tabitha Johnson-Green (Dem)_Provisional Votes,Tabitha Johnson-Green (Dem)_Choice Total,Total,
0,Oglethorpe,Beaverdam,3509,475,1055,314,0,1844,122,333,258,0,713,2557,
1,Oglethorpe,Crawford,3044,266,947,262,0,1475,121,333,216,0,670,2145,
2,Oglethorpe,Lexington,4291,311,1549,406,2,2268,151,442,341,1,935,3203,
