index,County,Precinct,Registered Voters,Timothy Frank Poole (I) (Rep)_Election Day Votes,Timothy Frank Poole (I) (Rep)_Advanced Voting Votes,Timothy Frank Poole (I) (Rep)_Absentee by Mail Votes,Timothy Frank Poole (I) (Rep)_Provisional Votes,Timothy Frank Poole (I) (Rep)_Choice Total,Total,
0,Oglethorpe,Lexington,4291,186,740,261,1,1188,1188,
