index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,DeKalb,Allgood Elem,2858,208,758,553,4,1523,63,156,82,0,301,1824,
1,DeKalb,Ashford Park Elem,2432,232,859,503,1,1595,50,175,50,0,275,1870,
2,DeKalb,Austin,2538,255,978,680,2,1915,39,104,35,1,179,2094,
3,DeKalb,Avondale,2906,373,1004,830,1,2208,46,117,61,0,224,2432,
4,DeKalb,Austin Drive,2536,154,504,378,9,1045,55,137,83,4,279,1324,
5,DeKalb,Ashford Dunwoody Rd,2966,224,1191,669,4,2088,39,195,75,2,311,2399,
6,DeKalb,Ashford Parkside,3664,229,1186,900,6,2321,52,193,78,0,323,2644,
7,DeKalb,Avondale High,3151,135,1073,897,4,2109,28,151,104,0,283,2392,
8,DeKalb,Boulevard,4675,230,1742,1145,3,3120,54,202,96,0,352,3472,
9,DeKalb,Briar Vista Elem,2965,225,847,849,1,1922,36,104,62,0,202,2124,
10,DeKalb,Briarlake Elem,1752,181,606,512,0,1299,24,64,44,0,132,1431,
11,DeKalb,Briarwood,2428,183,816,474,2,1475,46,149,56,2,253,1728,
12,DeKalb,Brockett Elem,2752,175,855,620,6,1656,32,151,62,1,246,1902,
13,DeKalb,Briarcliff,3122,203,833,870,6,1912,42,109,97,1,249,2161,
14,DeKalb,Brockett,2681,259,782,560,4,1605,57,132,57,1,247,1852,
15,DeKalb,Brookhaven,3444,315,1261,688,2,2266,63,223,90,0,376,2642,
16,DeKalb,Browns Mill Elem,3829,251,1187,757,4,2199,67,298,144,2,511,2710,
17,DeKalb,Bouldercrest Road,2004,127,631,305,2,1065,42,149,55,0,246,1311,
18,DeKalb,Bethune Middle,4838,271,1099,792,14,2176,66,259,171,7,503,2679,
19,DeKalb,Burgess Elem,3493,171,1242,808,8,2229,40,155,94,0,289,2518,
20,DeKalb,Columbia Drive,2526,170,480,380,7,1037,58,109,84,1,252,1289,
21,DeKalb,Canby Lane Elem,2004,170,414,359,7,950,55,132,73,2,262,1212,
22,DeKalb,Columbia Elem,1794,111,258,192,7,568,37,70,45,3,155,723,
23,DeKalb,Cedar Grove Elem,4097,230,1176,634,10,2050,72,318,137,1,528,2578,
24,DeKalb,Chamblee,2231,173,767,405,1,1346,42,117,48,2,209,1555,
25,DeKalb,Candler-Murphey Candler Elem,3712,234,1194,538,5,1971,70,266,111,2,449,2420,
26,DeKalb,Chapel Hill Elem,3349,211,975,574,5,1765,64,240,122,2,428,2193,
27,DeKalb,Chesnut Elem,2363,235,817,383,2,1437,41,113,37,0,191,1628,
28,DeKalb,Clairemont West,3264,153,1153,1096,3,2405,29,138,69,1,237,2642,
29,DeKalb,Clairmont Road,3223,207,900,979,4,2090,27,83,56,1,167,2257,
30,DeKalb,Clarkston,3878,303,820,372,10,1505,103,188,62,2,355,1860,
31,DeKalb,Clifton,1731,100,431,270,5,806,28,103,69,1,201,1007,
32,DeKalb,Columbia Middle,2178,126,481,290,4,901,30,126,46,3,205,1106,
33,DeKalb,Coan Recreation Center,4230,177,1461,858,0,2496,46,191,109,2,348,2844,
34,DeKalb,Cross Keys High,2260,170,658,553,4,1385,33,91,35,0,159,1544,
35,DeKalb,Crossroads,2898,202,729,525,7,1463,46,156,111,0,313,1776,
36,DeKalb,Candler,3537,205,865,514,13,1597,52,180,82,0,314,1911,
37,DeKalb,Cedar Grove Middle,1896,96,394,237,2,729,40,108,29,3,180,909,
38,DeKalb,Cedar Grove South,3962,208,1258,615,5,2086,71,329,137,1,538,2624,
39,DeKalb,Covington Hwy,995,42,78,44,6,170,14,25,20,0,59,229,
40,DeKalb,Covington,2376,130,633,351,2,1116,27,103,39,3,172,1288,
41,DeKalb,Clairemont East,3226,109,1096,1163,3,2371,28,146,69,1,244,2615,
42,DeKalb,Coralwood,3153,187,1073,1068,3,2331,25,145,81,2,253,2584,
43,DeKalb,Candler Park,4018,135,1663,1302,2,3102,16,150,81,0,247,3349,
44,DeKalb,Clarkston Community Center,2495,207,561,355,8,1131,38,109,51,1,199,1330,
45,DeKalb,Chamblee 2,3137,186,1214,689,0,2089,35,192,71,0,298,2387,
46,DeKalb,Doraville North,3065,298,732,434,5,1469,75,146,73,3,297,1766,
47,DeKalb,Doraville South,1255,138,337,225,2,702,24,41,28,0,93,795,
48,DeKalb,Dresden Elem,5141,387,1395,958,7,2747,88,229,116,0,433,3180,
49,DeKalb,Decatur,1937,81,832,461,0,1374,22,97,55,0,174,1548,
50,DeKalb,Dunaire Elem,2268,152,558,384,6,1100,57,108,64,1,230,1330,
51,DeKalb,Dunwoody,3003,177,1049,640,8,1874,43,155,44,0,242,2116,
52,DeKalb,Dunwoody 2,2044,142,850,473,2,1467,22,110,38,2,172,1639,
53,DeKalb,Druid Hills High,2725,153,659,671,2,1485,34,64,67,0,165,1650,
54,DeKalb,Dunwoody Library,2570,111,1149,612,2,1874,22,181,51,1,255,2129,
55,DeKalb,East Lake,4139,200,1441,833,3,2477,66,212,121,4,403,2880,
