index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,DeKalb,Allgood Elem,2858,235,863,536,2,1636,31,73,90,1,195,1831,
1,DeKalb,Ashford Park Elem,2432,203,731,414,1,1349,64,227,112,0,403,1752,
2,DeKalb,Austin,2538,218,859,565,3,1645,58,167,116,0,341,1986,
3,DeKalb,Avondale,2906,322,915,742,1,1980,79,151,116,0,346,2326,
4,DeKalb,Austin Drive,2536,189,594,381,10,1174,22,54,75,3,154,1328,
5,DeKalb,Ashford Dunwoody Rd,2966,187,1017,578,5,1787,61,276,137,1,475,2262,
6,DeKalb,Ashford Parkside,3664,200,1040,793,5,2038,60,252,140,1,453,2491,
7,DeKalb,Avondale High,3151,124,1059,849,3,2035,29,139,125,0,293,2328,
8,DeKalb,Boulevard,4675,239,1697,1072,3,3011,41,160,123,0,324,3335,
9,DeKalb,Briar Vista Elem,2965,198,787,746,1,1732,52,125,117,0,294,2026,
10,DeKalb,Briarlake Elem,1752,155,540,458,0,1153,40,104,77,0,221,1374,
11,DeKalb,Briarwood,2428,168,730,428,4,1330,47,179,82,0,308,1638,
12,DeKalb,Brockett Elem,2752,172,831,576,6,1585,30,141,75,1,247,1832,
13,DeKalb,Briarcliff,3122,184,773,751,5,1713,52,135,156,2,345,2058,
14,DeKalb,Brockett,2681,270,802,509,3,1584,49,96,93,2,240,1824,
15,DeKalb,Brookhaven,3444,265,1101,600,2,1968,87,288,142,0,517,2485,
16,DeKalb,Browns Mill Elem,3829,275,1344,731,6,2356,41,139,143,0,323,2679,
17,DeKalb,Bouldercrest Road,2004,157,715,296,2,1170,12,72,56,0,140,1310,
18,DeKalb,Bethune Middle,4838,311,1256,829,17,2413,34,131,139,2,306,2719,
19,DeKalb,Burgess Elem,3493,178,1225,792,6,2201,27,118,89,1,235,2436,
20,DeKalb,Columbia Drive,2526,203,533,382,7,1125,22,62,77,1,162,1287,
21,DeKalb,Canby Lane Elem,2004,212,483,345,9,1049,22,68,83,0,173,1222,
22,DeKalb,Columbia Elem,1794,133,306,203,8,650,14,28,30,2,74,724,
23,DeKalb,Cedar Grove Elem,4097,274,1347,650,9,2280,37,151,108,1,297,2577,
24,DeKalb,Chamblee,2231,164,724,349,1,1238,46,139,68,1,254,1492,
25,DeKalb,Candler-Murphey Candler Elem,3712,288,1308,539,5,2140,20,149,99,2,270,2410,
26,DeKalb,Chapel Hill Elem,3349,251,1101,582,6,1940,21,116,117,1,255,2195,
27,DeKalb,Chesnut Elem,2363,229,762,356,2,1349,30,132,54,0,216,1565,
28,DeKalb,Clairemont West,3264,136,1081,994,3,2214,36,164,139,0,339,2553,
29,DeKalb,Clairmont Road,3223,189,845,843,4,1881,42,108,139,1,290,2171,
30,DeKalb,Clarkston,3878,379,924,357,9,1669,30,83,55,2,170,1839,
31,DeKalb,Clifton,1731,118,476,280,5,879,10,59,53,1,123,1002,
32,DeKalb,Columbia Middle,2178,150,563,291,5,1009,8,54,41,1,104,1113,
33,DeKalb,Coan Recreation Center,4230,192,1428,813,1,2434,26,152,121,1,300,2734,
34,DeKalb,Cross Keys High,2260,158,585,487,4,1234,35,123,74,0,232,1466,
35,DeKalb,Crossroads,2898,221,801,539,6,1567,25,92,90,0,207,1774,
36,DeKalb,Candler,3537,235,932,510,11,1688,19,97,78,1,195,1883,
37,DeKalb,Cedar Grove Middle,1896,123,454,221,4,802,15,51,35,1,102,904,
38,DeKalb,Cedar Grove South,3962,265,1441,647,5,2358,18,147,86,0,251,2609,
39,DeKalb,Covington Hwy,995,52,90,49,6,197,4,11,14,0,29,226,
40,DeKalb,Covington,2376,133,646,318,5,1102,19,73,57,0,149,1251,
41,DeKalb,Clairemont East,3226,97,1003,1053,4,2157,33,183,143,0,359,2516,
42,DeKalb,Coralwood,3153,162,999,960,5,2126,42,183,139,0,364,2490,
43,DeKalb,Candler Park,4018,109,1544,1170,1,2824,29,162,169,1,361,3185,
44,DeKalb,Clarkston Community Center,2495,226,591,321,9,1147,22,67,67,0,156,1303,
45,DeKalb,Chamblee 2,3137,174,1111,603,0,1888,35,249,101,0,385,2273,
46,DeKalb,Doraville North,3065,312,747,418,5,1482,63,107,69,2,241,1723,
47,DeKalb,Doraville South,1255,135,323,200,2,660,22,44,48,0,114,774,
48,DeKalb,Dresden Elem,5141,415,1360,882,7,2664,66,241,160,0,467,3131,
49,DeKalb,Decatur,1937,84,799,428,1,1312,15,94,69,0,178,1490,
50,DeKalb,Dunaire Elem,2268,185,584,382,6,1157,23,79,54,1,157,1314,
51,DeKalb,Dunwoody,3003,174,969,547,5,1695,36,172,107,2,317,2012,
52,DeKalb,Dunwoody 2,2044,118,741,402,4,1265,38,169,77,1,285,1550,
53,DeKalb,Druid Hills High,2725,136,612,603,1,1352,36,75,91,0,202,1554,
54,DeKalb,Dunwoody Library,2570,97,1014,513,2,1626,31,237,105,0,373,1999,
55,DeKalb,East Lake,4139,223,1427,845,3,2498,36,168,95,4,303,2801,
56,DeKalb,Embry Hills,1721,109,532,399,0,1040,24,116,87,0,227,1267,
57,DeKalb,Evansdale Elem,3441,252,1047,726,3,2028,52,167,96,0,315,2343,
58,DeKalb,Emory South,3241,199,996,828,6,2029,31,109,115,0,255,2284,
59,DeKalb,Emory Road,2290,120,590,386,7,1103,13,36,53,0,102,1205,
60,DeKalb,Fairington Elem,5455,410,1460,563,17,2450,49,136,85,1,271,2721,
61,DeKalb,Fernbank Elem,2125,132,632,703,3,1470,29,93,111,1,234,1704,
62,DeKalb,Flat Shoals Elem,2409,188,590,345,8,1131,18,56,52,0,126,1257,
63,DeKalb,Flat Shoals Parkway,3449,189,1225,644,4,2062,18,103,98,2,221,2283,
64,DeKalb,Flat Rock Elem,3142,236,1198,449,7,1890,25,144,79,0,248,2138,
65,DeKalb,Flat Shoals,2649,177,583,391,5,1156,20,76,55,3,154,1310,
66,DeKalb,Flakes Mill Fire Station,2103,117,689,349,7,1162,9,80,77,1,167,1329,
