index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Grady,Blowing Cave,916,171,281,45,2,499,23,54,22,3,102,4,4,1,0,9,610,
1,Grady,Cairo 4th District,2532,40,179,81,0,300,191,655,341,3,1190,5,18,9,0,32,1522,
2,Grady,Cairo 5th District,2606,155,632,182,1,970,103,387,183,3,676,11,17,6,0,34,1680,
3,Grady,Duncanville,470,75,123,37,0,235,10,52,49,0,111,1,3,2,0,6,352,
4,Grady,Higdon,854,173,153,80,0,406,55,60,75,0,190,5,2,1,0,8,604,
5,Grady,Limesink,320,60,109,23,0,192,3,21,22,0,46,2,1,0,0,3,241,
6,Grady,Midway,1412,189,416,130,2,737,30,101,78,0,209,12,6,3,0,21,967,
7,Grady,Pine Park,1003,157,229,59,2,447,50,103,49,0,202,7,7,3,0,17,666,
8,Grady,Ragan,475,99,105,45,0,249,15,46,38,0,99,3,3,1,0,7,355,
9,Grady,Spence,758,205,186,65,0,456,14,17,26,0,57,5,2,2,0,9,522,
10,Grady,Spring Hill,561,115,201,46,0,362,6,19,24,0,49,3,3,4,0,10,421,
11,Grady,Whigham,1226,218,305,87,0,610,38,91,49,0,178,7,6,4,0,17,805,
12,Grady,Woodland,2309,300,888,198,0,1386,37,126,74,0,237,10,16,14,0,40,1663,
