index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Grady,Blowing Cave,916,176,290,44,3,513,25,52,23,4,104,1,1,0,0,2,619,
1,Grady,Cairo 4th District,2532,43,178,77,0,298,200,708,358,3,1269,2,2,3,0,7,1574,
2,Grady,Cairo 5th District,2606,160,645,180,0,985,115,414,207,4,740,5,4,0,0,9,1734,
3,Grady,Duncanville,470,80,126,36,0,242,12,54,53,0,119,0,1,0,0,1,362,
4,Grady,Higdon,854,177,158,83,0,418,61,64,76,0,201,3,0,1,0,4,623,
5,Grady,Limesink,320,60,113,23,0,196,4,19,23,0,46,1,0,0,0,1,243,
6,Grady,Midway,1412,195,429,138,2,764,40,110,80,0,230,5,2,0,0,7,1001,
7,Grady,Pine Park,1003,159,239,64,2,464,59,105,48,0,212,2,2,1,0,5,681,
8,Grady,Ragan,475,105,110,46,0,261,14,47,42,0,103,1,0,0,0,1,365,
9,Grady,Spence,758,209,194,70,0,473,17,20,25,0,62,2,0,1,0,3,538,
10,Grady,Spring Hill,561,121,206,47,0,374,6,23,25,0,54,0,1,3,0,4,432,
11,Grady,Whigham,1226,228,317,95,0,640,40,98,57,0,195,1,2,0,0,3,838,
12,Grady,Woodland,2309,315,891,200,0,1406,42,147,95,0,284,2,3,2,0,7,1697,
