index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Grady,Blowing Cave,916,168,281,44,2,495,22,49,23,3,97,5,5,0,0,10,602,
1,Grady,Cairo 4th District,2532,42,174,78,0,294,189,656,343,2,1190,6,25,2,0,33,1517,
2,Grady,Cairo 5th District,2606,157,619,179,1,956,106,395,182,3,686,9,14,6,0,29,1671,
3,Grady,Duncanville,470,75,124,34,0,233,12,51,51,0,114,1,3,2,0,6,353,
4,Grady,Higdon,854,172,153,81,0,406,56,62,75,0,193,3,1,0,0,4,603,
5,Grady,Limesink,320,59,111,23,0,193,3,19,21,0,43,3,1,0,0,4,240,
6,Grady,Midway,1412,188,406,127,2,723,28,103,77,0,208,11,8,5,0,24,955,
7,Grady,Pine Park,1003,149,222,60,2,433,56,105,47,0,208,8,9,2,0,19,660,
8,Grady,Ragan,475,94,104,47,0,245,15,46,36,0,97,2,2,0,0,4,346,
9,Grady,Spence,758,202,188,64,0,454,17,18,27,0,62,5,1,1,0,7,523,
10,Grady,Spring Hill,561,115,195,48,0,358,7,21,23,0,51,2,3,2,0,7,416,
11,Grady,Whigham,1226,209,309,88,0,606,42,86,48,0,176,5,5,2,0,12,794,
12,Grady,Woodland,2309,295,876,201,0,1372,39,126,74,0,239,7,20,8,0,35,1646,
