County,Park Cannon (I) (Dem)_Election Day Votes,Park Cannon (I) (Dem)_Absentee by Mail Votes,Park Cannon (I) (Dem)_Advanced Voting Votes,Park Cannon (I) (Dem)_Provisional Votes,Park Cannon (I) (Dem)_TOTAL VOTES,Total,
Fulton,2880,7994,16766,186,27826,27826,
