County,Dexter L. Sharper (I) (Dem)_Election Day Votes,Dexter L. Sharper (I) (Dem)_Absentee by Mail Votes,Dexter L. Sharper (I) (Dem)_Advanced Voting Votes,Dexter L. Sharper (I) (Dem)_Provisional Votes,Dexter L. Sharper (I) (Dem)_TOTAL VOTES,Total,
Lowndes,2366,3594,8424,214,14598,14598,
