County,Shaw Blackmon (I) (Rep)_Election Day Votes,Shaw Blackmon (I) (Rep)_Absentee by Mail Votes,Shaw Blackmon (I) (Rep)_Advanced Voting Votes,Shaw Blackmon (I) (Rep)_Provisional Votes,Shaw Blackmon (I) (Rep)_TOTAL VOTES,Total,
Houston,6475,5505,13748,18,25746,25746,
