County,Rhonda Burnough (I) (Dem)_Election Day Votes,Rhonda Burnough (I) (Dem)_Absentee by Mail Votes,Rhonda Burnough (I) (Dem)_Advanced Voting Votes,Rhonda Burnough (I) (Dem)_Provisional Votes,Rhonda Burnough (I) (Dem)_TOTAL VOTES,Total,
Clayton,3848,5295,9383,90,18616,18616,
