County,Eric Dierks (Rep)_Election Day Votes,Eric Dierks (Rep)_Absentee by Mail Votes,Eric Dierks (Rep)_Advanced Voting Votes,Eric Dierks (Rep)_Provisional Votes,Eric Dierks (Rep)_TOTAL VOTES,Donna McLeod (I) (Dem)_Election Day Votes,Donna McLeod (I) (Dem)_Absentee by Mail Votes,Donna McLeod (I) (Dem)_Advanced Voting Votes,Donna McLeod (I) (Dem)_Provisional Votes,Donna McLeod (I) (Dem)_TOTAL VOTES,Total,
Gwinnett,2364,2749,6923,7,12043,2595,5961,11304,9,19869,31912,
