County,David Clark (I) (Rep)_Election Day Votes,David Clark (I) (Rep)_Absentee by Mail Votes,David Clark (I) (Rep)_Advanced Voting Votes,David Clark (I) (Rep)_Provisional Votes,David Clark (I) (Rep)_TOTAL VOTES,Taeho Cho (Dem)_Election Day Votes,Taeho Cho (Dem)_Absentee by Mail Votes,Taeho Cho (Dem)_Advanced Voting Votes,Taeho Cho (Dem)_Provisional Votes,Taeho Cho (Dem)_TOTAL VOTES,Total,
Gwinnett,3650,3876,11048,21,18595,1720,4482,6675,11,12888,31483,
