County,Bruce Williamson (I) (Rep)_Election Day Votes,Bruce Williamson (I) (Rep)_Absentee by Mail Votes,Bruce Williamson (I) (Rep)_Advanced Voting Votes,Bruce Williamson (I) (Rep)_Provisional Votes,Bruce Williamson (I) (Rep)_TOTAL VOTES,Debbie Reed (Dem)_Election Day Votes,Debbie Reed (Dem)_Absentee by Mail Votes,Debbie Reed (Dem)_Advanced Voting Votes,Debbie Reed (Dem)_Provisional Votes,Debbie Reed (Dem)_TOTAL VOTES,Total,
Walton,6307,3603,13730,0,23640,1275,2300,3281,0,6856,30496,
