County,Jodi Lott (I) (Rep)_Election Day Votes,Jodi Lott (I) (Rep)_Absentee by Mail Votes,Jodi Lott (I) (Rep)_Advanced Voting Votes,Jodi Lott (I) (Rep)_Provisional Votes,Jodi Lott (I) (Rep)_TOTAL VOTES,Doris O. Crutchfield (Dem)_Election Day Votes,Doris O. Crutchfield (Dem)_Absentee by Mail Votes,Doris O. Crutchfield (Dem)_Advanced Voting Votes,Doris O. Crutchfield (Dem)_Provisional Votes,Doris O. Crutchfield (Dem)_TOTAL VOTES,Total,
Columbia,6016,3987,16059,19,26081,1560,3763,5892,9,11224,37305,
