County,Mickey Stephens (I) (Dem)_Election Day Votes,Mickey Stephens (I) (Dem)_Absentee by Mail Votes,Mickey Stephens (I) (Dem)_Advanced Voting Votes,Mickey Stephens (I) (Dem)_Provisional Votes,Mickey Stephens (I) (Dem)_TOTAL VOTES,Total,
Chatham,5898,6341,7696,20,19955,19955,
