County,Andrea Johnson (Rep)_Election Day Votes,Andrea Johnson (Rep)_Absentee by Mail Votes,Andrea Johnson (Rep)_Advanced Voting Votes,Andrea Johnson (Rep)_Provisional Votes,Andrea Johnson (Rep)_TOTAL VOTES,Michael S. Wilensky (I) (Dem)_Election Day Votes,Michael S. Wilensky (I) (Dem)_Absentee by Mail Votes,Michael S. Wilensky (I) (Dem)_Advanced Voting Votes,Michael S. Wilensky (I) (Dem)_Provisional Votes,Michael S. Wilensky (I) (Dem)_TOTAL VOTES,Total,
DeKalb,1990,2724,6443,28,11185,1586,5690,9288,38,16602,27787,
