index,County,Precinct,Registered Voters,Drew Ferguson (I) (Rep)_Election Day Votes,Drew Ferguson (I) (Rep)_Advanced Voting Votes,Drew Ferguson (I) (Rep)_Absentee by Mail Votes,Drew Ferguson (I) (Rep)_Provisional Votes,Drew Ferguson (I) (Rep)_Choice Total,Val Almonord (Dem)_Election Day Votes,Val Almonord (Dem)_Advanced Voting Votes,Val Almonord (Dem)_Absentee by Mail Votes,Val Almonord (Dem)_Provisional Votes,Val Almonord (Dem)_Choice Total,Total,
0,Lamar,Barnesville,2546,112,286,99,0,497,169,436,355,0,960,1457,
1,Lamar,Chappell Mill V FD,1577,305,562,102,1,970,29,85,94,0,208,1178,
2,Lamar,Senior Citizen Bldg,1337,130,354,83,1,568,70,138,101,0,309,877,
3,Lamar,Redbone,623,188,162,42,0,392,14,28,29,0,71,463,
4,Lamar,L C S C,2808,329,1020,216,4,1569,66,200,146,1,413,1982,
5,Lamar,Milner,3948,680,1392,296,1,2369,112,224,149,1,486,2855,
