index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Lamar,Barnesville,2546,94,267,90,0,451,168,441,359,1,969,16,19,6,0,41,1461,
1,Lamar,Chappell Mill V FD,1577,294,549,99,1,943,28,79,91,0,198,12,9,7,0,28,1169,
2,Lamar,Senior Citizen Bldg,1337,121,342,75,1,539,72,133,102,0,307,6,13,2,0,21,867,
3,Lamar,Redbone,623,175,156,39,0,370,15,30,30,0,75,12,3,1,0,16,461,
4,Lamar,L C S C,2808,310,987,203,4,1504,61,196,146,1,404,19,24,7,0,50,1958,
5,Lamar,Milner,3948,661,1334,286,1,2282,106,233,145,1,485,25,37,11,0,73,2840,
