index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Lamar,Barnesville,2546,107,278,95,0,480,160,438,359,0,957,15,19,5,0,39,1476,
1,Lamar,Chappell Mill V FD,1577,295,562,104,1,962,26,79,89,0,194,13,8,5,0,26,1182,
2,Lamar,Senior Citizen Bldg,1337,124,349,77,1,551,71,135,101,0,307,5,16,4,0,25,883,
3,Lamar,Redbone,623,175,155,41,0,371,18,27,31,0,76,10,5,1,0,16,463,
4,Lamar,L C S C,2808,316,1000,202,5,1523,61,194,153,1,409,18,29,12,0,59,1991,
5,Lamar,Milner,3948,662,1357,285,1,2305,105,223,144,1,473,31,42,17,0,90,2868,
