index,County,Precinct,Registered Voters,Nancy M. Thrash (I) (Rep)_Election Day Votes,Nancy M. Thrash (I) (Rep)_Advanced Voting Votes,Nancy M. Thrash (I) (Rep)_Absentee by Mail Votes,Nancy M. Thrash (I) (Rep)_Provisional Votes,Nancy M. Thrash (I) (Rep)_Choice Total,Total,
0,Lamar,Milner,3948,716,1421,352,1,2490,2490,
