index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Lowndes,Hahira Train Depot,5526,878,1882,307,6,3073,158,464,225,7,854,16,23,3,0,42,3969,
1,Lowndes,Trinity,10900,639,2304,489,21,3453,416,1872,963,19,3270,28,56,29,2,115,6838,
2,Lowndes,Northside,17467,719,4416,929,32,6096,551,2556,1537,73,4717,39,71,40,0,150,10963,
3,Lowndes,Naylor,1291,228,334,52,0,614,61,184,81,3,329,1,5,1,0,7,950,
4,Lowndes,Rainwater,9877,599,2891,579,27,4096,306,1357,706,26,2395,23,34,16,1,74,6565,
5,Lowndes,Mildred,4283,46,206,48,3,303,354,887,575,19,1835,2,3,4,0,9,2147,
6,Lowndes,Clyattville,4755,639,1230,263,14,2146,146,382,271,7,806,14,8,6,1,29,2981,
7,Lowndes,Dasher,4255,634,1504,258,19,2415,70,267,153,3,493,14,4,2,0,20,2928,
8,Lowndes,S Lowndes,3967,722,1178,239,15,2154,138,267,214,5,624,10,10,4,0,24,2802,
9,Lowndes,VSU UC # 2,318,3,11,0,0,14,44,49,10,2,105,2,0,0,0,2,121,
10,Lowndes,Jaycee Shack,6273,107,413,126,7,653,381,1580,743,37,2741,10,22,9,2,43,3437,
11,Lowndes,Northgate Assembly,1997,99,354,59,14,526,45,230,91,10,376,6,3,5,1,15,917,
12,Lowndes,Mt Calvary,4447,38,72,30,8,148,222,922,360,68,1572,3,10,3,1,17,1737,
