index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Lowndes,Hahira Train Depot,5526,876,1885,313,5,3079,131,400,194,6,731,30,48,11,2,91,3901,
1,Lowndes,Trinity,10900,643,2323,512,23,3501,346,1699,870,15,2930,75,145,61,2,283,6714,
2,Lowndes,Northside,17467,736,4528,1041,35,6340,470,2240,1322,63,4095,76,181,83,3,343,10778,
3,Lowndes,Naylor,1291,227,335,51,2,615,52,162,80,1,295,9,16,3,0,28,938,
4,Lowndes,Rainwater,9877,602,2924,626,26,4178,255,1186,608,24,2073,52,107,33,2,194,6445,
5,Lowndes,Mildred,4283,50,213,54,5,322,329,827,547,17,1720,13,21,8,0,42,2084,
6,Lowndes,Clyattville,4755,624,1215,266,13,2118,123,352,240,6,721,22,31,20,2,75,2914,
7,Lowndes,Dasher,4255,620,1483,256,18,2377,66,235,139,1,441,18,27,7,0,52,2870,
8,Lowndes,S Lowndes,3967,705,1167,247,14,2133,119,242,190,5,556,17,29,9,1,56,2745,
9,Lowndes,VSU UC # 2,318,5,10,0,0,15,37,45,9,2,93,5,4,1,0,10,118,
10,Lowndes,Jaycee Shack,6273,109,428,132,7,676,353,1508,721,38,2620,19,46,15,1,81,3377,
11,Lowndes,Northgate Assembly,1997,94,359,60,12,525,40,206,86,8,340,9,15,7,2,33,898,
12,Lowndes,Mt Calvary,4447,45,81,27,10,163,195,862,341,59,1457,20,32,10,3,65,1685,
