index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Wilkinson,Bloodworth,434,183,103,20,0,306,14,13,11,0,38,2,2,2,0,6,350,
1,Wilkinson,Griffin,184,79,31,12,0,122,13,5,14,0,32,1,0,0,0,1,155,
2,Wilkinson,High Hill,173,72,29,8,0,109,11,12,5,0,28,0,0,1,0,1,138,
3,Wilkinson,Irwinton,875,72,191,19,1,283,43,199,103,0,345,4,9,1,0,14,642,
4,Wilkinson,Ivey,960,300,190,45,2,537,37,38,20,0,95,4,6,1,0,11,643,
5,Wilkinson,Lord,735,145,141,23,0,309,72,86,67,0,225,5,3,5,0,13,547,
6,Wilkinson,Midway,938,30,83,12,0,125,93,246,174,3,516,0,2,4,0,6,647,
7,Wilkinson,Ramah,1709,236,260,82,0,578,198,279,164,0,641,12,3,4,0,19,1238,
8,Wilkinson,Turkey Creek,462,150,71,18,0,239,44,36,17,0,97,4,2,2,0,8,344,
