index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Wilkinson,Bloodworth,434,191,101,23,0,315,10,15,11,0,36,0,2,0,0,2,353,
1,Wilkinson,Griffin,184,80,32,13,0,125,13,5,13,0,31,1,0,0,0,1,157,
2,Wilkinson,High Hill,173,73,29,8,0,110,10,10,7,0,27,0,0,0,0,0,137,
3,Wilkinson,Irwinton,875,76,196,22,1,295,43,208,109,0,360,1,2,0,0,3,658,
4,Wilkinson,Ivey,960,303,196,48,2,549,31,37,21,0,89,7,2,1,0,10,648,
5,Wilkinson,Lord,735,149,139,29,0,317,73,92,68,0,233,4,0,2,0,6,556,
6,Wilkinson,Midway,938,28,80,13,0,121,95,256,180,3,534,0,0,0,0,0,655,
7,Wilkinson,Ramah,1709,241,263,81,0,585,207,282,178,0,667,2,4,0,0,6,1258,
8,Wilkinson,Turkey Creek,462,152,73,22,0,247,46,37,15,0,98,2,0,1,0,3,348,
