index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Screven,Sylvania,0,101,313,135,1,550,28,105,66,0,199,749,
1,Screven,Hunters,0,75,94,50,5,224,33,40,15,4,92,316,
2,Screven,Newington,0,203,211,68,0,482,81,88,31,0,200,682,
3,Screven,Jenk Hill Fire Sta,0,135,291,105,1,532,31,120,35,0,186,718,
4,Screven,Rocky Ford,0,77,123,32,0,232,48,44,25,0,117,349,
5,Screven,Bay Branch,0,140,260,56,0,456,60,106,17,1,184,640,
6,Screven,Hiltonia,0,119,215,75,0,409,47,85,27,0,159,568,
7,Screven,Screven Rec Dept,0,51,85,34,3,173,18,40,25,0,83,256,
8,Screven,Greenhill Church,0,131,218,56,0,405,54,77,27,0,158,563,
9,Screven,Sr Citizens Center,0,129,302,89,0,520,37,98,68,0,203,723,
10,Screven,Jackson Fire Station,0,67,66,41,0,174,47,26,16,0,89,263,
11,Screven,Cooperville Fire Station,0,24,59,35,1,119,10,30,16,2,58,177,
