index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Screven,Sylvania,0,75,260,95,0,430,54,173,112,1,340,4,10,9,0,23,793,
1,Screven,Hunters,0,86,95,29,6,216,25,50,45,1,121,0,1,0,2,3,340,
2,Screven,Newington,0,226,216,48,0,490,73,97,64,0,234,4,9,0,0,13,737,
3,Screven,Jenk Hill Fire Sta,0,95,226,56,1,378,73,203,100,0,376,4,6,3,0,13,767,
4,Screven,Rocky Ford,0,109,137,42,0,288,19,30,27,0,76,2,2,0,0,4,368,
5,Screven,Bay Branch,0,186,325,57,1,569,14,55,25,0,94,4,8,1,0,13,676,
6,Screven,Hiltonia,0,91,205,24,0,320,78,112,79,0,269,5,3,0,0,8,597,
7,Screven,Screven Rec Dept,0,29,76,15,0,120,35,58,48,3,144,7,1,3,0,11,275,
8,Screven,Greenhill Church,0,163,252,50,0,465,36,56,41,0,133,3,6,3,0,12,610,
9,Screven,Sr Citizens Center,0,48,166,52,0,266,118,246,120,0,484,3,9,4,0,16,766,
10,Screven,Jackson Fire Station,0,104,77,23,0,204,15,21,37,0,73,2,1,0,0,3,280,
11,Screven,Cooperville Fire Station,0,20,28,11,1,60,14,62,42,2,120,0,2,0,0,2,182,
