index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Screven,Sylvania,0,74,267,101,0,442,62,184,110,1,357,2,5,2,0,9,808,
1,Screven,Hunters,0,88,99,37,6,230,26,54,40,2,122,0,1,0,0,1,353,
2,Screven,Newington,0,221,223,48,0,492,77,112,63,0,252,7,2,0,0,9,753,
3,Screven,Jenk Hill Fire Sta,0,93,233,54,1,381,82,213,101,0,396,2,3,1,0,6,783,
4,Screven,Rocky Ford,0,110,136,43,0,289,20,35,28,0,83,2,3,0,0,5,377,
5,Screven,Bay Branch,0,194,335,61,1,591,17,62,23,0,102,3,5,0,0,8,701,
6,Screven,Hiltonia,0,92,207,27,0,326,83,122,79,0,284,2,3,0,0,5,615,
7,Screven,Screven Rec Dept,0,37,78,16,0,131,37,60,48,3,148,1,0,0,0,1,280,
8,Screven,Greenhill Church,0,162,259,52,0,473,39,62,46,0,147,2,4,0,0,6,626,
9,Screven,Sr Citizens Center,0,47,171,51,0,269,126,259,115,0,500,4,3,3,0,10,779,
10,Screven,Jackson Fire Station,0,107,80,25,0,212,16,23,33,0,72,2,0,1,0,3,287,
11,Screven,Cooperville Fire Station,0,18,29,9,1,57,16,65,43,2,126,2,0,0,0,2,185,
