index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Screven,Sylvania,0,74,266,93,0,433,62,190,120,1,373,4,3,4,0,11,817,
1,Screven,Hunters,0,89,101,30,8,228,26,52,49,1,128,0,2,0,0,2,358,
2,Screven,Newington,0,230,227,49,0,506,74,114,65,0,253,2,0,0,0,2,761,
3,Screven,Jenk Hill Fire Sta,0,95,235,55,1,386,81,214,107,0,402,4,4,0,0,8,796,
4,Screven,Rocky Ford,0,112,138,43,0,293,20,36,30,0,86,2,1,0,0,3,382,
5,Screven,Bay Branch,0,199,345,61,1,606,15,60,27,0,102,2,2,0,0,4,712,
6,Screven,Hiltonia,0,90,211,26,0,327,85,120,81,0,286,2,2,0,0,4,617,
7,Screven,Screven Rec Dept,0,35,78,15,0,128,37,63,51,3,154,3,1,0,0,4,286,
8,Screven,Greenhill Church,0,166,262,51,0,479,36,62,48,0,146,2,3,0,0,5,630,
9,Screven,Sr Citizens Center,0,47,167,50,0,264,127,263,129,0,519,2,4,0,0,6,789,
10,Screven,Jackson Fire Station,0,105,81,23,0,209,20,25,39,0,84,1,0,0,0,1,294,
11,Screven,Cooperville Fire Station,0,18,29,9,1,57,18,65,43,2,128,0,0,1,0,1,186,
