index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Spalding,01,2260,44,42,31,10,127,243,265,269,35,812,10,11,5,2,28,967,
1,Spalding,02,1956,28,41,12,8,89,265,268,270,15,818,8,5,7,0,20,927,
2,Spalding,03,2774,239,831,296,141,1507,55,218,164,47,484,20,21,15,8,64,2055,
3,Spalding,05,3715,157,421,191,61,830,223,488,315,88,1114,18,25,11,7,61,2005,
4,Spalding,06,2438,51,131,67,9,258,243,343,301,14,901,13,13,9,1,36,1195,
5,Spalding,07,1705,314,431,178,15,938,59,139,90,4,292,17,23,15,0,55,1285,
6,Spalding,08,1789,248,459,190,16,913,81,137,103,7,328,21,15,10,2,48,1289,
7,Spalding,09,1950,356,483,173,24,1036,41,77,75,7,200,17,11,17,0,45,1281,
8,Spalding,10,1981,261,455,151,8,875,133,214,136,12,495,11,13,5,1,30,1400,
9,Spalding,11,2506,390,575,168,18,1151,152,235,177,10,574,25,20,7,1,53,1778,
10,Spalding,12,2163,420,599,207,25,1251,46,106,98,3,253,27,14,15,2,58,1562,
11,Spalding,13,2586,549,576,223,40,1388,57,96,66,8,227,20,16,6,2,44,1659,
12,Spalding,14,1985,341,280,128,19,768,107,112,102,8,329,32,4,5,0,41,1138,
13,Spalding,16,4596,167,406,176,21,770,321,677,628,46,1672,21,22,15,3,61,2503,
14,Spalding,17,2011,244,355,90,15,704,108,142,125,7,382,9,14,3,3,29,1115,
15,Spalding,19,2664,384,640,242,14,1280,123,211,156,10,500,13,18,15,0,46,1826,
16,Spalding,20,2190,449,578,162,20,1209,44,77,81,4,206,23,6,8,1,38,1453,
17,Spalding,21,4716,313,1153,688,24,2178,97,479,770,5,1351,16,26,27,2,71,3600,
