index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Spalding,01,2260,50,46,29,8,133,235,264,273,37,809,20,13,11,2,46,988,
1,Spalding,02,1956,31,40,13,8,92,265,262,268,15,810,8,10,13,1,32,934,
2,Spalding,03,2774,240,828,301,146,1515,52,215,161,46,474,23,32,18,12,85,2074,
3,Spalding,05,3715,160,426,193,59,838,222,490,311,85,1108,21,27,15,17,80,2026,
4,Spalding,06,2438,48,137,69,10,264,246,354,300,14,914,19,10,16,1,46,1224,
5,Spalding,07,1705,311,444,179,16,950,55,138,90,4,287,25,16,14,0,55,1292,
6,Spalding,08,1789,249,459,191,16,915,80,137,102,7,326,20,19,12,2,53,1294,
7,Spalding,09,1950,355,492,177,24,1048,39,73,75,6,193,23,11,15,2,51,1292,
8,Spalding,10,1981,267,457,154,8,886,133,215,137,12,497,12,16,4,1,33,1416,
9,Spalding,11,2506,394,584,161,19,1158,149,233,180,11,573,27,16,16,0,59,1790,
10,Spalding,12,2163,420,601,199,25,1245,45,102,101,3,251,30,20,20,2,72,1568,
11,Spalding,13,2586,552,580,221,41,1394,57,94,66,5,222,20,19,9,4,52,1668,
12,Spalding,14,1985,342,282,125,20,769,110,115,97,5,327,30,10,15,1,56,1152,
13,Spalding,16,4596,174,418,179,21,792,323,674,634,47,1678,20,25,23,1,69,2539,
14,Spalding,17,2011,246,358,88,16,708,104,146,129,7,386,11,15,5,2,33,1127,
15,Spalding,19,2664,390,649,242,15,1296,120,212,159,10,501,14,21,13,0,48,1845,
16,Spalding,20,2190,454,581,162,21,1218,41,79,82,3,205,22,6,8,2,38,1461,
17,Spalding,21,4716,312,1165,700,26,2203,93,473,758,6,1330,24,36,40,1,101,3634,
