County,Michael Rhett (I) (Dem)_Election Day Votes,Michael Rhett (I) (Dem)_Absentee by Mail Votes,Michael Rhett (I) (Dem)_Advanced Voting Votes,Michael Rhett (I) (Dem)_Provisional Votes,Michael Rhett (I) (Dem)_TOTAL VOTES,Total,
Cobb,11938,24581,29600,86,66205,66205,
