County,"P. K. Martin, IV (I) (Rep)_Election Day Votes","P. K. Martin, IV (I) (Rep)_Absentee by Mail Votes","P. K. Martin, IV (I) (Rep)_Advanced Voting Votes","P. K. Martin, IV (I) (Rep)_Provisional Votes","P. K. Martin, IV (I) (Rep)_TOTAL VOTES",Nikki Merritt (Dem)_Election Day Votes,Nikki Merritt (Dem)_Absentee by Mail Votes,Nikki Merritt (Dem)_Advanced Voting Votes,Nikki Merritt (Dem)_Provisional Votes,Nikki Merritt (Dem)_TOTAL VOTES,Total,
Gwinnett,9526,12937,27387,29,49879,6679,18120,29107,35,53941,103820,
