County,"Lester G. Jackson, III (I) (Dem)_Election Day Votes","Lester G. Jackson, III (I) (Dem)_Absentee by Mail Votes","Lester G. Jackson, III (I) (Dem)_Advanced Voting Votes","Lester G. Jackson, III (I) (Dem)_Provisional Votes","Lester G. Jackson, III (I) (Dem)_TOTAL VOTES",Total,
Chatham,17300,19967,24925,142,62334,62334,
