index,County,Precinct,Registered Voters,Erica McCurdy (Rep)_Election Day Votes,Erica McCurdy (Rep)_Advanced Voting Votes,Erica McCurdy (Rep)_Absentee by Mail Votes,Erica McCurdy (Rep)_Provisional Votes,Erica McCurdy (Rep)_Choice Total,Beth Moore (I) (Dem)_Election Day Votes,Beth Moore (I) (Dem)_Advanced Voting Votes,Beth Moore (I) (Dem)_Absentee by Mail Votes,Beth Moore (I) (Dem)_Provisional Votes,Beth Moore (I) (Dem)_Choice Total,Total,
0,Fulton,JC13A,2317,92,788,217,0,1097,41,410,246,0,697,1794,
