index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Fulton,01A,3694,46,171,71,4,292,135,1560,669,20,2384,18,75,39,2,134,2810,
1,Fulton,01B,4327,76,188,83,1,348,202,1716,812,5,2735,42,84,48,0,174,3257,
2,Fulton,01C,1908,17,18,8,0,43,170,355,154,0,679,14,15,7,0,36,758,
3,Fulton,01D,754,7,17,11,1,36,21,265,112,6,404,3,10,5,1,19,459,
4,Fulton,01E,3720,40,206,111,1,358,87,1439,688,0,2214,14,72,42,0,128,2700,
5,Fulton,01F,1593,5,10,4,1,20,114,247,102,4,467,6,11,4,2,23,510,
6,Fulton,01G,2312,21,58,19,1,99,122,693,275,3,1093,6,40,13,1,60,1252,
7,Fulton,01H,896,6,8,2,0,16,62,195,118,5,380,3,7,6,0,16,412,
8,Fulton,01I,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
9,Fulton,01J,2848,23,42,9,1,75,202,684,316,15,1217,13,27,16,2,58,1350,
10,Fulton,01P,1444,9,7,7,1,24,198,212,164,3,577,8,6,5,0,19,620,
11,Fulton,01R,1550,11,6,6,2,25,195,133,112,12,452,11,7,5,1,24,501,
12,Fulton,01S,2118,16,27,12,1,56,212,437,199,7,855,19,26,4,0,49,960,
13,Fulton,01T,1799,28,31,15,1,75,145,437,176,3,761,18,18,3,0,39,875,
14,Fulton,02A,4884,98,486,231,7,822,104,1566,942,17,2629,22,82,47,0,151,3602,
15,Fulton,02A1,733,15,77,8,2,102,21,241,41,2,305,4,20,4,0,28,435,
16,Fulton,02B,4020,33,95,25,8,161,156,718,273,21,1168,14,43,15,2,74,1403,
17,Fulton,02C,2034,24,77,33,8,142,66,655,363,24,1108,8,22,13,6,49,1299,
18,Fulton,02D,5539,92,330,153,11,586,200,1707,950,23,2880,24,89,38,2,153,3619,
19,Fulton,02E,2009,37,94,49,0,180,84,826,434,0,1344,12,39,10,0,61,1585,
20,Fulton,02F1,3221,48,202,96,3,349,79,1139,664,3,1885,13,65,42,1,121,2355,
21,Fulton,02F2,851,17,35,18,3,73,33,235,120,2,390,7,10,2,0,19,482,
22,Fulton,02G,3895,79,258,120,2,459,141,1449,645,3,2238,27,68,38,1,134,2831,
23,Fulton,02J,2273,30,113,71,5,219,82,823,388,6,1299,14,42,19,1,76,1594,
24,Fulton,02K,1461,29,104,30,0,163,31,538,257,0,826,6,28,19,0,53,1042,
25,Fulton,02L1,5546,96,443,246,6,791,146,1820,1123,9,3098,20,88,61,0,169,4058,
26,Fulton,02L1A,1477,29,103,15,3,150,58,507,73,4,642,7,15,5,1,28,820,
27,Fulton,02L2,2249,49,181,52,1,283,87,736,332,5,1160,11,36,14,0,61,1504,
28,Fulton,02S,790,13,20,15,0,48,33,262,122,0,417,8,14,6,0,28,493,
29,Fulton,02W,978,20,62,24,0,106,42,351,116,0,509,5,18,6,0,29,644,
30,Fulton,03A,2230,7,15,8,1,31,138,366,219,18,741,5,13,5,2,25,797,
31,Fulton,03B,777,2,7,2,0,11,50,95,57,0,202,6,3,5,0,14,227,
32,Fulton,03C,1879,11,9,9,0,29,130,313,220,5,668,8,23,6,1,38,735,
33,Fulton,03D,1235,9,8,7,0,24,77,209,98,20,404,6,8,3,1,18,446,
34,Fulton,03E,2894,23,23,7,3,56,271,456,210,37,974,16,23,8,5,52,1082,
35,Fulton,03F,2328,43,179,54,1,277,104,714,321,3,1142,12,28,15,0,55,1474,
36,Fulton,03G,1033,4,3,1,0,8,74,140,42,5,261,7,8,1,0,16,285,
37,Fulton,03H,1091,10,6,3,0,19,78,216,96,0,390,4,5,1,1,11,420,
38,Fulton,03I,1607,24,64,21,6,115,78,296,100,17,491,13,11,4,1,29,635,
39,Fulton,03L,748,7,5,1,0,13,67,94,41,0,202,1,0,0,0,1,216,
