index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Fulton,01A,3694,47,174,65,6,292,138,1571,680,20,2409,15,55,26,0,96,2797,
1,Fulton,01B,4327,78,195,82,1,356,207,1715,818,5,2745,31,70,36,0,137,3238,
2,Fulton,01C,1908,17,18,8,0,43,174,358,153,0,685,10,14,7,0,31,759,
3,Fulton,01D,754,8,22,12,2,44,22,265,113,4,404,1,5,1,2,9,457,
4,Fulton,01E,3720,40,201,105,1,347,89,1453,701,0,2243,11,60,28,0,99,2689,
5,Fulton,01F,1593,7,13,4,0,24,114,245,100,6,465,5,9,3,1,18,507,
6,Fulton,01G,2312,21,59,17,0,97,125,701,274,3,1103,3,30,10,1,44,1244,
7,Fulton,01H,896,1,11,2,0,14,64,194,119,5,382,3,3,4,0,10,406,
8,Fulton,01I,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
9,Fulton,01J,2848,22,36,12,1,71,209,693,313,16,1231,9,23,9,1,42,1344,
10,Fulton,01P,1444,7,7,8,1,23,191,211,161,3,566,10,4,4,0,18,607,
11,Fulton,01R,1550,12,5,3,2,22,196,136,112,13,457,9,5,7,0,21,500,
12,Fulton,01S,2118,14,23,8,0,45,216,457,202,7,882,13,9,4,0,26,953,
13,Fulton,01T,1799,27,30,16,0,73,149,449,172,3,773,13,7,5,1,26,872,
14,Fulton,02A,4884,100,494,231,8,833,112,1566,946,15,2639,13,67,32,1,113,3585,
15,Fulton,02A1,733,12,76,11,2,101,21,250,40,2,313,5,12,4,0,21,435,
16,Fulton,02B,4020,33,99,26,8,166,160,724,268,20,1172,13,33,14,3,63,1401,
17,Fulton,02C,2034,23,81,36,8,148,68,655,361,27,1111,6,18,8,3,35,1294,
18,Fulton,02D,5539,91,341,157,11,600,202,1717,944,22,2885,21,63,30,3,117,3602,
19,Fulton,02E,2009,37,101,51,0,189,84,835,429,0,1348,12,21,9,0,42,1579,
20,Fulton,02F1,3221,50,205,101,3,359,82,1147,652,4,1885,6,52,33,0,91,2335,
21,Fulton,02F2,851,18,36,17,3,74,33,240,121,2,396,5,6,2,0,13,483,
22,Fulton,02G,3895,77,258,110,3,448,146,1456,656,3,2261,23,61,33,0,117,2826,
23,Fulton,02J,2273,38,117,68,3,226,79,832,392,8,1311,9,29,14,1,53,1590,
24,Fulton,02K,1461,30,95,35,0,160,30,544,260,0,834,5,23,8,0,36,1030,
25,Fulton,02L1,5546,99,453,246,6,804,144,1817,1112,9,3082,15,79,53,0,147,4033,
26,Fulton,02L1A,1477,29,98,14,2,143,57,506,72,3,638,6,18,6,1,31,812,
27,Fulton,02L2,2249,48,178,57,2,285,93,750,330,4,1177,6,26,9,0,41,1503,
28,Fulton,02S,790,10,24,12,0,46,35,262,126,0,423,8,8,4,0,20,489,
29,Fulton,02W,978,20,66,22,0,108,42,349,114,0,505,5,15,8,0,28,641,
30,Fulton,03A,2230,7,15,9,1,32,131,369,216,18,734,6,12,8,2,28,794,
31,Fulton,03B,777,4,6,1,0,11,53,96,58,0,207,2,2,2,0,6,224,
32,Fulton,03C,1879,9,13,5,0,27,131,323,224,6,684,5,14,4,0,23,734,
33,Fulton,03D,1235,5,7,8,3,23,80,214,101,18,413,6,3,1,1,11,447,
34,Fulton,03E,2894,21,20,6,4,51,276,463,206,33,978,12,17,8,7,44,1073,
35,Fulton,03F,2328,42,172,53,1,268,108,720,321,3,1152,9,28,16,0,53,1473,
36,Fulton,03G,1033,2,3,1,0,6,69,143,43,5,260,9,4,0,0,13,279,
