index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Fulton,01A,3694,160,1445,615,22,2242,42,322,129,4,497,2739,
1,Fulton,01B,4327,232,1577,746,4,2559,78,374,169,2,623,3182,
2,Fulton,01C,1908,157,313,131,0,601,44,67,35,0,146,747,
3,Fulton,01D,754,24,248,105,8,385,6,43,20,0,69,454,
4,Fulton,01E,3720,104,1378,690,0,2172,34,290,131,1,456,2628,
5,Fulton,01F,1593,106,229,85,6,426,20,37,24,0,81,507,
6,Fulton,01G,2312,121,631,235,3,990,26,146,61,1,234,1224,
7,Fulton,01H,896,59,164,99,4,326,9,42,20,2,73,399,
8,Fulton,01I,0,0,1,0,0,1,0,0,0,0,0,1,
9,Fulton,01J,2848,183,619,252,9,1063,55,120,73,6,254,1317,
10,Fulton,01P,1444,166,181,140,3,490,43,37,32,1,113,603,
11,Fulton,01R,1550,167,108,88,11,374,43,37,33,3,116,490,
12,Fulton,01S,2118,194,382,160,7,743,51,105,40,0,196,939,
13,Fulton,01T,1799,141,391,145,4,681,47,89,45,0,181,862,
14,Fulton,02A,4884,167,1538,862,16,2583,49,529,320,6,904,3487,
15,Fulton,02A1,733,31,253,46,2,332,9,77,4,1,91,423,
16,Fulton,02B,4020,152,674,236,26,1088,52,177,61,4,294,1382,
17,Fulton,02C,2034,71,572,316,32,991,25,159,75,4,263,1254,
18,Fulton,02D,5539,238,1649,902,22,2811,71,428,184,14,697,3508,
19,Fulton,02E,2009,89,761,397,0,1247,42,184,67,0,293,1540,
20,Fulton,02F1,3221,92,1121,642,5,1860,41,252,122,1,416,2276,
21,Fulton,02F2,851,44,224,106,3,377,15,54,29,1,99,476,
22,Fulton,02G,3895,175,1392,648,4,2219,66,361,135,2,564,2783,
23,Fulton,02J,2273,91,740,360,8,1199,31,206,97,3,337,1536,
24,Fulton,02K,1461,44,513,231,0,788,22,139,68,0,229,1017,
25,Fulton,02L1,5546,197,1743,1041,7,2988,63,545,346,4,958,3946,
26,Fulton,02L1A,1477,69,457,66,3,595,23,145,26,3,197,792,
27,Fulton,02L2,2249,114,726,290,4,1134,30,206,97,2,335,1469,
28,Fulton,02S,790,35,243,104,0,382,18,48,31,0,97,479,
