index,County,Precinct,Registered Voters,Lee Hunter (Rep)_Election Day Votes,Lee Hunter (Rep)_Advanced Voting Votes,Lee Hunter (Rep)_Absentee by Mail Votes,Lee Hunter (Rep)_Provisional Votes,Lee Hunter (Rep)_Choice Total,Aldene Tyson (I) (Dem)_Election Day Votes,Aldene Tyson (I) (Dem)_Advanced Voting Votes,Aldene Tyson (I) (Dem)_Absentee by Mail Votes,Aldene Tyson (I) (Dem)_Provisional Votes,Aldene Tyson (I) (Dem)_Choice Total,Total,
0,Irwin,Ocilla,3642,54,303,50,0,407,112,296,143,1,552,959,
