index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Irwin,Irwinville,1796,235,549,137,0,921,78,175,31,0,284,1205,
1,Irwin,Ocilla,3642,292,1107,265,3,1667,103,359,72,2,536,2203,
2,Irwin,Holt,675,95,208,56,0,359,28,75,20,0,123,482,
