index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Bartow,Adairsville,6995,684,1969,567,0,3220,223,802,238,2,1265,4485,
1,Bartow,Allatoona,4729,504,1026,393,0,1923,157,375,122,0,654,2577,
2,Bartow,Cartersville East,6805,615,1674,776,0,3065,182,621,268,0,1071,4136,
3,Bartow,Cartersville West,8129,583,2490,1002,1,4076,184,943,303,0,1430,5506,
4,Bartow,Cassville,4588,408,1181,715,4,2308,128,408,309,1,846,3154,
5,Bartow,Center,4007,570,1071,443,0,2084,189,349,145,2,685,2769,
6,Bartow,Emerson,3122,500,632,307,0,1439,165,225,104,1,495,1934,
7,Bartow,Euharlee,5322,741,1446,479,1,2667,246,516,156,0,918,3585,
8,Bartow,Folsom,1448,315,289,100,0,704,113,95,44,0,252,956,
9,Bartow,Hamilton Crossing,6598,648,1839,406,1,2894,191,702,172,0,1065,3959,
10,Bartow,Kingston,2674,507,538,225,0,1270,194,202,79,0,475,1745,
11,Bartow,Mission Road,4012,377,1113,387,2,1879,138,424,181,1,744,2623,
12,Bartow,Pine Log,2132,511,412,179,0,1102,168,140,80,0,388,1490,
13,Bartow,Taylorsville,2829,551,550,209,0,1310,256,277,106,0,639,1949,
14,Bartow,White,2723,530,574,241,1,1346,172,242,80,0,494,1840,
15,Bartow,Zena Drive,6431,581,1422,601,3,2607,162,500,226,3,891,3498,
16,Bartow,Woodland,1865,275,461,190,1,927,74,142,76,0,292,1219,
