index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Bartow,Adairsville,6995,794,2427,512,1,3734,140,419,320,1,880,43,74,22,0,139,4753,
1,Bartow,Allatoona,4729,551,1119,256,0,1926,121,292,259,0,672,31,48,20,0,99,2697,
2,Bartow,Cartersville East,6805,526,1710,530,0,2766,288,666,531,0,1485,34,50,31,0,115,4366,
3,Bartow,Cartersville West,8129,560,2724,756,0,4040,219,829,589,1,1638,43,75,28,0,146,5824,
4,Bartow,Cassville,4588,403,1233,554,2,2192,136,399,457,3,995,32,42,30,0,104,3291,
5,Bartow,Center,4007,662,1238,380,2,2282,107,237,212,0,556,34,31,15,0,80,2918,
6,Bartow,Emerson,3122,575,739,253,1,1568,91,138,167,0,396,31,14,5,0,50,2014,
7,Bartow,Euharlee,5322,828,1630,338,1,2797,170,364,298,0,832,36,58,22,0,116,3745,
8,Bartow,Folsom,1448,409,356,112,0,877,24,47,36,0,107,13,5,4,0,22,1006,
9,Bartow,Hamilton Crossing,6598,703,2135,348,0,3186,171,485,234,0,890,21,51,24,0,96,4172,
10,Bartow,Kingston,2674,634,679,230,0,1543,90,101,76,0,267,20,15,14,0,49,1859,
11,Bartow,Mission Road,4012,423,1271,327,3,2024,107,347,250,1,705,22,26,17,0,65,2794,
12,Bartow,Pine Log,2132,629,504,200,1,1334,60,69,59,0,188,26,15,8,0,49,1571,
13,Bartow,Taylorsville,2829,779,800,251,0,1830,72,69,68,0,209,18,14,8,0,40,2079,
14,Bartow,White,2723,643,752,229,1,1625,73,100,98,0,271,23,12,8,0,43,1939,
15,Bartow,Zena Drive,6431,498,1400,435,4,2337,270,622,385,2,1279,38,49,28,1,116,3732,
16,Bartow,Woodland,1865,300,492,154,1,947,49,134,110,0,293,17,8,7,0,32,1272,
